ID,Actual Name,Tooltip,XX,VVVV,Base Attack Abilities - Motivity,Base Attack Abilities - Technique,Base Attack Abilities - Advance
Consume_ProtectDropErgo_2L,Vivid Ergo Crystal,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Ergo is both a power source and a currency in Krat.\nErgo crystals are considered a precious material and good food for those who run on Ergo.,
Obtain Ergo +7,000,",1A,436F6E73756D655F50726F7465637444726F704572676F5F324C,,,
Consume_ProtectDropErgo_2M,Radiant Ergo Chunk,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Ergo is both a power source and a currency in Krat.\nA chunk of Ergo is considered as valuable as a bar of gold.,
Obtain Ergo +2,000,",1A,436F6E73756D655F50726F7465637444726F704572676F5F324D,,,
Consume_ProtectDropErgo_3,Radiant Ergo Fragment,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Ergo is both a power source and a currency in Krat.\nEven small pieces can be put to good use in the city.,
Obtain Ergo +500,",19,436F6E73756D655F50726F7465637444726F704572676F5F33,,,
Consume_ProtectDropErgo_3L,Radiant Ergo Crystal,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Ergo is both a power source and a currency in Krat.\nErgo crystals are considered a precious material and good food for those who run on Ergo.,
Obtain Ergo +10,000,",1A,436F6E73756D655F50726F7465637444726F704572676F5F334C,,,
Consume_ProtectDropErgo_3M,Resplendent Ergo Chunk,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Ergo is both a power source and a currency in Krat.\nA chunk of Ergo is considered as valuable as a bar of gold.,
Obtain Ergo +3,000,",1A,436F6E73756D655F50726F7465637444726F704572676F5F334D,,,
Consume_ProtectDropErgo_4,Resplendent Ergo Fragment,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Ergo is both a power source and a currency in Krat.\nEven small pieces can be put to good use in the city.,
Obtain Ergo +700,",19,436F6E73756D655F50726F7465637444726F704572676F5F34,,,
Consume_ProtectDropErgo_4L,Resplendent Ergo Crystal,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Ergo is both a power source and a currency in Krat.\nErgo crystals are considered a precious material and good food for those who run on Ergo.,
Obtain Ergo +15,000,",1A,436F6E73756D655F50726F7465637444726F704572676F5F344C,,,
Consume_ProtectDropErgo_5L,Ergo Crystal of the Eternal,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Obtain Ergo +25,000,
They say that there are people who have eternal lives.\nThese people are human but have hearts of Ergo.,",1A,436F6E73756D655F50726F7465637444726F704572676F5F354C,,,
Consume_ProtectDropErgo_6L,Angel's Ergo Crystal,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Obtain Ergo +35,000,
The people of Krat have a strong belief in angels.\nThis may be because there once existed an angel made of metal.,",1A,436F6E73756D655F50726F7465637444726F704572676F5F364C,,,
Consume_ProtectDropErgo_7L,Forgotten God's Ergo Crystal,"A fragment of Ergo, a mysterious power stone that can be found in Krat.\nGeppetto’s puppet can absorb Ergo and turn it into power.,
Obtain Ergo +50,000,
There was once a god who came down to grant humans’ wishes.\nHumans coveted this god’s immortality so much that they ripped the god’s body to shreds.,",1A,436F6E73756D655F50726F7465637444726F704572676F5F374C,,,
Consume_Rechargeable_1,Pulse Cell,"Pulse Cells are Ergo cells that power the P-Organ.\nThey work with Stargazers and they can also convert the energy from an attack’s impact to recharge.,
Restores HP,
Use a Pulse Cell to recover HP.\nThere is a maximum number of times Pulse Cells can be used.\nWhen you reach the maximum, the cell will be discharged.\nIf you attack enemies while the cell is discharged, the Pulse Cell will be gradually charged.,",16,436F6E73756D655F526563686172676561626C655F31,,,
Consume_ReturnClock,Guide's Hourglass,"A mystical hourglass imbued with blue power. Once time is turned back to when the boy was in peak condition, it is destroyed.\nThis item may be visible only to the boy.,
An hourglass with mystical power.\nBreaking after one use, it returns the user to the last Stargazer visited or to the hotel’s Stargazer.,
Teleport to hotel or last Stargazer used,",13,436F6E73756D655F52657475726E436C6F636B,,,
Consume_ReturnClockE,Moonphase Pocket Watch,"A pocket watch from Sophia.\nThe power inside the watch returns the user to the last Stargazer visited or to the hotel’s Stargazer.,
A pocket watch imbued with mystical power.\nThe power of the watch turns back time to when the boy was in peak condition.,
Teleport to hotel or last Stargazer used,",14,436F6E73756D655F52657475726E436C6F636B45,,,
Consume_Throw_bignail,Sharp Pipe,"A sharp pipe that can be thrown.\nIt passes through the enemy and inflicts piercing damage.,
Some throwable weapons boast great destructive power on their own.\nWhen combined with the strength of puppets, nothing more needs to be said.,",15,436F6E73756D655F5468726F775F6269676E61696C,,,
Consume_Throw_Gear,Sawtoothed Wheel,"A cogwheel that is a common sight in Krat.\nIt can be thrown to draw an enemy’s attention.,
Even worthless items can become useful if you collect them.\nEverything became useful in battle in the paralyzed city.,",12,436F6E73756D655F5468726F775F47656172,,,
Consume_Throw_Granade_Acid,Carcass Body Fluid Bottle,"A bottle of Carcass body fluid that can be thrown.\nInflicts Acid damage at the area of impact.,
After the Puppet Frenzy, people began to fashion weapons of resistance in their desperation.\nMany throwable weapons were manufactured, and these exhibited excellent results against their marching enemies.,",1A,436F6E73756D655F5468726F775F4772616E6164655F41636964,,,
Consume_Throw_Granade_Cluster,Cluster Grenade,"A cluster hand grenade that can be thrown.\nIt inflicts continuous strike damage on anyone near the impact.,
Some throwable weapons boast great destructive power on their own.\nWhen combined with the strength of puppets, nothing more needs to be said.,",1D,436F6E73756D655F5468726F775F4772616E6164655F436C7573746572,,,
Consume_Throw_Granade_Elec,Throwing Cell,"A large-output battery that can be thrown.\nInflicts Electric Blitz damage at the area of impact.,
After the Puppet Frenzy, people began to fashion weapons of resistance in their desperation.\nMany throwable weapons were manufactured, and these exhibited excellent results against their marching enemies.,",1A,436F6E73756D655F5468726F775F4772616E6164655F456C6563,,,
Consume_Throw_Granade_Fire,Thermite,"A thermite bomb that can be thrown.\nInflicts Fire damage at the area of impact.,
After the Puppet Frenzy, people began to fashion weapons of resistance in their desperation.\nMany throwable weapons were manufactured, and these exhibited excellent results against their marching enemies.,",1A,436F6E73756D655F5468726F775F4772616E6164655F46697265,,,
Consume_Throw_sawtooth,Saw Blade,"A saw blade that can be thrown.\nAn enemy who is hit by it will receive continuous slash damage.,
Some throwable weapons boast great destructive power on their own.\nWhen combined with the strength of puppets, nothing more needs to be said.,",16,436F6E73756D655F5468726F775F736177746F6F7468,,,
Consume_Throw_shotput,Shot Put,"A shot put that can be thrown.\nAn enemy who is hit by it will receive significant strike damage. Can make anyone Staggered.,
Some throwable weapons boast great destructive power on their own.\nWhen combined with the strength of puppets, nothing more needs to be said.,",15,436F6E73756D655F5468726F775F73686F74707574,,,
Consume_Throw_toughness_break,Chain,"“Sometimes, simple is most effective.”\n- A quote from a Stalker,
A chain that can be swung powerfully.\nInflicts strike damage on anyone in the area and spins around enemies that it hits.,",1D,436F6E73756D655F5468726F775F746F7567686E6573735F627265616B,,,
Costume_01,White Shirt,"Everyday attire that can be worn casually.\nIt is imbued with someone’s kind consideration.,
It is a casual attire but made from a sturdy material.\nThe old man was thorough when it came to his son’s clothes in anticipation of the rarest of disasters.,",0A,436F7374756D655F3031,,,
Costume_02,Blue Blood’s Tailcoat,"Formal attire of the Stalker organization of Bastards.\nThe blue tailcoats are the Bastards’ pride.,
The Bastards who didn’t fit in with Krat’s ruling class dreamed of overturning the world.\nThey teamed up with the foreign Alchemists of the Isle, opening the door to Krat’s golden era.,",0A,436F7374756D655F3032,,,
Costume_03,Workshop Master’s Workwear,"Krat’s wealth came from machinery and trams, weapons, and automated puppets.\nGeppetto and the Workshop Union were the prophets and adventurers of this golden path.,
Workwear of the Workshop Union.\nKrat, the capital of automated puppets, was built by their hands.,",0A,436F7374756D655F3033,,,
Costume_Alchemist_Cape,Alchemist’s Cape,"The Alchemists believed themselves to be Krat’s true masters.\nNaturally, the clothes they wore were so elegant and luxurious that they were said to wear Krat’s wealth on their shoulders.,
The cape worn by Alchemists.\nIt is made out of luxurious fabric, befitting people who take pride in being the masters of Krat.,",16,436F7374756D655F416C6368656D6973745F43617065,,,
Costume_Factory_Meister,Workshop Master’s Workwear,"Krat’s wealth came from machinery and trams, weapons, and automated puppets.\nGeppetto and the Workshop Union were the prophets and adventurers of this golden path.,
Workwear of the Workshop Union.\nKrat, the capital of automated puppets, was built by their hands.,",17,436F7374756D655F466163746F72795F4D656973746572,,,
Costume_Naughty_Boy,Mischievous Puppet’s Clothes,"“I am happy to be able to show you all my splendid parade attire! I’ll show you who Krat’s biggest bad boy is at the Grand Exhibition!”\n- Lorenzini Venigni, during the celebratory party hosted by the Grand Exhibition,
The clothing of the mischievous wooden puppet Venigni made for the parade.\nEveryone in Krat knows the fairy tale about the mischievous wooden puppet.,",13,436F7374756D655F4E6175676874795F426F79,,,
Costume_Prince_Robes,Puppet Prince’s Formal Dress,"During the curtain call, it was revealed that Adelina, who played the role of the princess, had also played the role of the puppet prince.\nThe moment she took off her mask, the audience rose to their feet and showered her with applause and cheers.,
Formal attire of the puppet prince.\nThese clothes were worn by Red Actress Adelina Corday while playing the part of the puppet prince in a play.,",14,436F7374756D655F5072696E63655F526F626573,,,
